no,area,name,disease,grade,lat,log,img
1951,평택시,한마음의원,당뇨병,1등급,36.99991351,127.07928656,17.JPG
1952,성남시,한사랑가정의원,당뇨병,1등급,37.450658439,127.16609626,18.JPG
1953,성남시,한사랑김경희소아청소년과의원,당뇨병,1등급,37.380253779,127.12940659,19.JPG
1954,안산시,한사랑내과의원,당뇨병,1등급,37.341616526,126.81990691,20.JPG
1955,고양시,한사랑속편한내과의원,당뇨병,1등급,37.669853737,126.76302093,1.JPG
1956,양주시,한사랑의원,당뇨병,1등급,37.824276667,126.98460673,2.JPG
1957,용인시,한세환내과의원,당뇨병,1등급,37.234770678,127.20924098,3.JPG
1958,성남시,한솔의원,당뇨병,1등급,37.455273367,127.15104065,4.JPG
1959,용인시,한숲우리가정의학과의원,당뇨병,1등급,37.15453595,127.17351775,5.JPG
1960,김포시,성모재활의학과의원,당뇨병,1등급,37.618910138,126.72099252,6.JPG
1961,안양시,성모편안내과의원,당뇨병,1등급,37.394752677,126.97644512,7.JPG
1962,수원시,성지내과이비인후과의원,당뇨병,1등급,37.279290148,127.00359234,8.JPG
1963,고양시,성현내과의원,당뇨병,1등급,37.63232956,126.83076321,9.JPG
1964,오산시,세교삼성내과의원,당뇨병,1등급,37.174670421,127.05047857,10.JPG
1965,고양시,세란내과의원,당뇨병,등급제외,37.655350604,126.83795143,11.JPG
1966,남양주시,세란연합의원,당뇨병,등급제외,37.648384747,127.14081732,12.JPG
1967,남양주시,세브란스가정의학과의원,당뇨병,등급제외,37.580096789,127.21566951,13.JPG
1968,시흥시,세종내과의원,당뇨병,2등급,37.363221248,126.73019214,14.JPG
1969,수원시,소망가정의학과의원,당뇨병,2등급,37.268988646,126.977346,15.JPG
1970,광명시,소망연세의원,당뇨병,2등급,37.485267037,126.86167412,16.JPG
1971,안성시,소망의원,당뇨병,3등급,37.05824183,127.19613621,17.JPG
1972,안양시,소망의원,당뇨병,3등급,37.415051482,126.9174276,18.JPG
1973,안양시,속편한내과의원,당뇨병,4등급,37.399078912,126.92065312,19.JPG
1974,남양주시,속편한아산내과의원,당뇨병,4등급,37.654417595,127.24403046,20.JPG
1975,의정부시,송내과의원,당뇨병,4등급,37.73220859,127.08472902,1.JPG
1976,용인시,송승찬내과의원,당뇨병,1등급,37.236582396,127.19823579,2.JPG
1977,수원시,송종훈내과의원,당뇨병,4등급,37.253796439,127.07444725,3.JPG
1978,양주시,송추임가정의원,당뇨병,2등급,37.719124337,126.97330192,4.JPG
1979,수원시,수원연세내과의원,당뇨병,1등급,37.291814043,127.01225363,5.JPG
1980,용인시,수의원,당뇨병,1등급,37.254021863,127.11958026,6.JPG
1981,성남시,수정내과의원,당뇨병,1등급,37.443528716,127.13993191,7.JPG
1982,의정부시,숲속샘터의원,당뇨병,1등급,37.757847064,127.03396391,8.JPG
1983,부천시,신경철내과의원,당뇨병,1등급,37.495486796,126.79099052,9.JPG
1984,김포시,든든한내과의원,만성폐쇄성폐질환,등급제외,37.64343126,126.62619991,1.JPG
1985,부천시,로하스부천요양병원,만성폐쇄성폐질환,등급제외,37.465903349,126.79907702,2.JPG
1986,고양시,류재춘내과의원,만성폐쇄성폐질환,등급제외,37.675264148,126.7480409,3.JPG
1987,파주시,마디편한병원,만성폐쇄성폐질환,등급제외,37.76483783,126.77467633,4.JPG
1988,남양주시,마석아산내과의원,만성폐쇄성폐질환,1등급,37.652304174,127.29784979,5.JPG
1989,김포시,마송성모의원,만성폐쇄성폐질환,등급제외,37.690011512,126.60175882,6.JPG
1990,수원시,라파이비인후과의원,만성폐쇄성폐질환,등급제외,37.275736833,126.97506613,7.JPG
1991,평택시,로뎀나무내과의원,만성폐쇄성폐질환,등급제외,36.993606061,127.09214247,8.JPG
1992,의왕시,롯데정내과의원,만성폐쇄성폐질환,등급제외,37.379587499,126.97164061,9.JPG
1993,고양시,리다이비인후과의원,만성폐쇄성폐질환,등급제외,37.663213352,126.88903681,10.JPG
1994,남양주시,마상인내과의원,만성폐쇄성폐질환,등급제외,37.707826803,127.11909733,11.JPG
1995,남양주시,마석엘리트의원,만성폐쇄성폐질환,등급제외,37.658252727,127.30057051,12.JPG
1996,화성시,마음담은내과의원,만성폐쇄성폐질환,등급제외,37.209689193,127.06094351,13.JPG
1997,안산시,마음속내과의원,만성폐쇄성폐질환,등급제외,37.301257191,126.86437617,14.JPG
1998,부천시,마학기가정의학과의원,만성폐쇄성폐질환,등급제외,37.4912023,126.77393968,15.JPG
1999,수원시,맑은샘내과의원,만성폐쇄성폐질환,등급제외,37.239046995,127.03019973,16.JPG
2000,의정부시,맘편한내과의원,만성폐쇄성폐질환,등급제외,37.744541698,127.09803999,17.JPG
2001,시흥시,매화가정의학과의원,만성폐쇄성폐질환,등급제외,37.415635276,126.81463246,18.JPG
2002,파주시,메디인병원,만성폐쇄성폐질환,1등급,37.757891494,126.77467498,19.JPG
2003,구리시,메디탑의원,만성폐쇄성폐질환,등급제외,37.591921801,127.13987518,20.JPG
2004,파주시,메디플러스내과의원,만성폐쇄성폐질환,등급제외,37.859828708,126.78656548,1.JPG
2005,성남시,메디플러스의원,만성폐쇄성폐질환,등급제외,37.441826277,127.13151029,2.JPG
2006,안양시,메디휴제일내과의원,만성폐쇄성폐질환,1등급,37.40216821,126.95020636,3.JPG
2007,용인시,명문내과의원,만성폐쇄성폐질환,등급제외,37.306734287,127.08446872,4.JPG
2008,안산시,명성의원,만성폐쇄성폐질환,등급제외,37.309534887,126.86987701,5.JPG
2009,안산시,명성의원,만성폐쇄성폐질환,등급제외,37.343143252,126.80558226,6.JPG
2010,시흥시,목감마음속내과의원,만성폐쇄성폐질환,등급제외,37.382138316,126.86170965,7.JPG
2011,파주시,무척조은병원,만성폐쇄성폐질환,3등급,37.863881374,126.78089429,8.JPG
2012,군포시,문내과의원,만성폐쇄성폐질환,등급제외,37.353809253,126.9466171,9.JPG
2013,파주시,문산중앙병원,만성폐쇄성폐질환,등급제외,37.854164715,126.78326414,10.JPG
2014,고양시,미래내과의원,만성폐쇄성폐질환,등급제외,37.726095501,126.84548528,11.JPG
2015,평택시,미리내의원,만성폐쇄성폐질환,등급제외,37.051629513,127.0556741,12.JPG
2016,부천시,미소가정의원,만성폐쇄성폐질환,등급제외,37.49265347,126.74368725,13.JPG
2017,수원시,미앤미의원,만성폐쇄성폐질환,등급제외,37.25323659,127.03664106,14.JPG
2018,부천시,민소아과의원,만성폐쇄성폐질환,등급제외,37.508452517,126.7629615,15.JPG
2019,부천시,바른연세외과의원,만성폐쇄성폐질환,등급제외,37.516423709,126.78487982,16.JPG
2020,광주시,바이오이비인후과의원,만성폐쇄성폐질환,등급제외,37.40872458,127.25836485,17.JPG
2021,남양주시,박내과의원,만성폐쇄성폐질환,등급제외,37.652164124,127.30688068,18.JPG
2022,부천시,박내과의원,만성폐쇄성폐질환,1등급,37.486070188,126.81138046,19.JPG
2023,고양시,박내과의원,만성폐쇄성폐질환,등급제외,37.625497303,126.81698174,20.JPG
2024,수원시,박동준내과의원,만성폐쇄성폐질환,등급제외,37.276401821,127.03744067,1.JPG
2025,용인시,박수언소아청소년과의원,만성폐쇄성폐질환,등급제외,37.331984402,127.12269087,2.JPG
2026,김포시,박원종내과의원,만성폐쇄성폐질환,등급제외,37.690676883,126.59872809,3.JPG
2027,부천시,박인수내과의원,만성폐쇄성폐질환,등급제외,37.502374752,126.77401866,4.JPG
2028,안양시,박정영내과의원,만성폐쇄성폐질환,등급제외,37.368030931,126.95494902,5.JPG
2029,남양주시,박종서내과의원,만성폐쇄성폐질환,등급제외,37.649997165,127.23791984,6.JPG
2030,고양시,박지훈내과의원,만성폐쇄성폐질환,등급제외,37.678963946,126.76373977,7.JPG
2031,수원시,박희붕외과의원,만성폐쇄성폐질환,등급제외,37.26151889,127.02945255,8.JPG
2032,구리시,반내과의원,만성폐쇄성폐질환,등급제외,37.608119053,127.13398183,9.JPG
2033,시흥시,밝은가정의원,만성폐쇄성폐질환,등급제외,37.439189004,126.78410969,10.JPG
2034,수원시,방내과의원,만성폐쇄성폐질환,등급제외,37.295731652,127.02581045,11.JPG
2035,군포시,배병일이비인후과의원,만성폐쇄성폐질환,등급제외,37.350555781,126.94494915,12.JPG
2036,김포시,배원엽내과의원,만성폐쇄성폐질환,등급제외,37.602474354,126.76960166,13.JPG
2037,수원시,백성병원,만성폐쇄성폐질환,2등급,37.267763268,127.02833862,14.JPG
2038,용인시,범세이비인후과의원,만성폐쇄성폐질환,1등급,37.269490712,127.21748694,15.JPG
2039,의정부시,베데스다의원,만성폐쇄성폐질환,등급제외,37.746404751,127.03468528,16.JPG
2040,부천시,베스트가정의학과의원,만성폐쇄성폐질환,등급제외,37.51900896,126.80501834,17.JPG
2041,안산시,베스트원의원,만성폐쇄성폐질환,등급제외,37.289951281,126.86604338,18.JPG
2042,시흥시,마음속내과의원,만성폐쇄성폐질환,1등급,37.344831421,126.7380569,19.JPG
2043,김포시,마음편한내과의원,만성폐쇄성폐질환,등급제외,37.628497169,126.70300112,20.JPG
2044,부천시,맑은내과의원,만성폐쇄성폐질환,등급제외,37.511536447,126.76871999,1.JPG
2045,성남시,맑은이비인후과의원,만성폐쇄성폐질환,등급제외,37.414565258,127.15169468,2.JPG
2046,수원시,매탄삼성내과의원,만성폐쇄성폐질환,등급제외,37.263541164,127.04647602,3.JPG
2047,성남시,메디사랑의원,만성폐쇄성폐질환,등급제외,37.412386512,127.14293627,4.JPG
2048,용인시,메디코아내과의원,만성폐쇄성폐질환,4등급,37.323845617,127.09544237,5.JPG
2049,성남시,메디파크내과의원,만성폐쇄성폐질환,등급제외,37.35050632,127.10679528,6.JPG
2050,성남시,모란연세의원,만성폐쇄성폐질환,등급제외,37.432835235,127.1306249,7.JPG
2051,시흥시,목감성모의원,만성폐쇄성폐질환,등급제외,37.387362606,126.86040129,8.JPG
2052,파주시,문산서울정형외과의원,만성폐쇄성폐질환,등급제외,37.856300178,126.78339416,9.JPG
2053,시흥시,문석준내과의원,만성폐쇄성폐질환,등급제외,37.444710517,126.79829829,10.JPG
2054,오산시,문소아청소년과의원,만성폐쇄성폐질환,등급제외,37.138256871,127.07320157,11.JPG
2055,하남시,미사아산내과의원,만성폐쇄성폐질환,등급제외,37.568562021,127.18464489,12.JPG
2056,파주시,미소드림의원,만성폐쇄성폐질환,등급제외,37.764727955,126.77376876,13.JPG
2057,이천시,민내과의원,만성폐쇄성폐질환,등급제외,37.27882402,127.44526881,14.JPG
2058,이천시,바른병원,만성폐쇄성폐질환,2등급,37.273687527,127.45024475,15.JPG
2059,고양시,바오로의원,만성폐쇄성폐질환,등급제외,37.683735376,126.77554854,16.JPG
2060,부천시,박건태이비인후과의원,만성폐쇄성폐질환,등급제외,37.476124553,126.80135553,17.JPG
2061,수원시,박근석김진휘내과의원,만성폐쇄성폐질환,등급제외,37.246075546,127.05544874,18.JPG
2062,안양시,박내과의원,만성폐쇄성폐질환,등급제외,37.38947385,126.95216879,19.JPG
2063,안성시,박내과의원,만성폐쇄성폐질환,등급제외,37.007662517,127.26756655,20.JPG
2064,부천시,박상석내과의원,만성폐쇄성폐질환,등급제외,37.519921807,126.77184978,1.JPG
2065,용인시,박상현내과의원,만성폐쇄성폐질환,등급제외,37.304259379,127.12330109,2.JPG
2066,수원시,박영부내과의원,만성폐쇄성폐질환,등급제외,37.299346091,127.01738637,3.JPG
2067,군포시,박형근내과의원,만성폐쇄성폐질환,등급제외,37.360306497,126.93162204,4.JPG
2068,용인시,박홍수내과의원,만성폐쇄성폐질환,등급제외,37.236942763,127.20889755,5.JPG
2069,의정부시,박희철내과의원,만성폐쇄성폐질환,1등급,37.735653803,127.04301893,6.JPG
2070,화성시,발안우리들의원,만성폐쇄성폐질환,등급제외,37.130172842,126.9049087,7.JPG
2071,수원시,밝은세상의원,만성폐쇄성폐질환,등급제외,37.302788796,127.0075854,8.JPG
2072,시흥시,방승호내과의원,만성폐쇄성폐질환,등급제외,37.345305458,126.73649783,9.JPG
2073,성남시,배희동내과의원,만성폐쇄성폐질환,등급제외,37.361843134,127.11444162,10.JPG
2074,의정부시,백세미래의원,만성폐쇄성폐질환,등급제외,37.748510305,127.06426653,11.JPG
2075,성남시,서울중앙내과의원,만성폐쇄성폐질환,등급제외,37.336595431,127.1157471,12.JPG
2076,안산시,서울중앙의원,만성폐쇄성폐질환,등급제외,37.283423456,126.84785525,13.JPG
2077,성남시,분당연합의원,만성폐쇄성폐질환,등급제외,37.405669316,127.12260478,14.JPG
2078,용인시,비젼내과의원,만성폐쇄성폐질환,등급제외,37.31998136,127.11498894,15.JPG
2079,고양시,빛과소금내과의원,만성폐쇄성폐질환,등급제외,37.657632071,126.78874002,16.JPG
2080,화성시,사강정형외과의원,만성폐쇄성폐질환,등급제외,37.213104748,126.73945305,17.JPG
2081,화성시,"사단법인 공감직업환경의학센터 향남공감의원",만성폐쇄성폐질환,등급제외,37.130669992,126.91868248,18.JPG
2082,김포시,"사단법인 한국선원장애인복지협회 연세나비의원",만성폐쇄성폐질환,등급제외,37.640127549,126.627089,19.JPG
2083,안산시,사랑샘의원,만성폐쇄성폐질환,등급제외,37.304344525,126.81616225,20.JPG
2084,성남시,사랑의내과소아청소년과의원,만성폐쇄성폐질환,등급제외,37.43349496,127.15898596,1.JPG
2085,고양시,사랑의내과의원,만성폐쇄성폐질환,등급제외,37.652663153,126.77662917,2.JPG
2086,동두천시,사랑의원,만성폐쇄성폐질환,등급제외,37.907441067,127.05494911,3.JPG
2087,평택시,사랑의의원,만성폐쇄성폐질환,등급제외,37.003080939,127.08574973,4.JPG
2088,군포시,산본연세내과의원,만성폐쇄성폐질환,등급제외,37.360450694,126.93167835,5.JPG
2089,구리시,삼성WE내과의원,만성폐쇄성폐질환,등급제외,37.632219398,127.11734816,6.JPG
2090,포천시,삼성가정의학과의원,만성폐쇄성폐질환,등급제외,38.09097168,127.27406956,7.JPG
2091,성남시,삼성내과의원,만성폐쇄성폐질환,등급제외,37.442605066,127.15123038,8.JPG
2092,평택시,이외과의원,만성폐쇄성폐질환,등급제외,36.995295498,127.08603335,9.JPG
2093,수원시,이용관내과의원,만성폐쇄성폐질환,등급제외,37.263044506,127.00784222,10.JPG
2094,광주시,이용구내과의원,만성폐쇄성폐질환,등급제외,37.407280513,127.25950073,11.JPG
2095,화성시,이우진내과의원,만성폐쇄성폐질환,등급제외,37.115030684,126.91052011,12.JPG
2096,고양시,이원규내과의원,만성폐쇄성폐질환,등급제외,37.685206986,126.77713121,13.JPG
2097,동두천시,이은종내과의원,만성폐쇄성폐질환,1등급,37.891522589,127.05267558,14.JPG
2098,수원시,이이형내과의원,만성폐쇄성폐질환,1등급,37.274038752,127.04480211,15.JPG
2099,시흥시,이인환내과의원,만성폐쇄성폐질환,등급제외,37.34124976,126.78430382,16.JPG
2100,안양시,이일중내과의원,만성폐쇄성폐질환,등급제외,37.401915496,126.97556166,17.JPG
2101,의정부시,이재균내과의원,만성폐쇄성폐질환,2등급,37.749819528,127.03409671,18.JPG
2102,안양시,이재명내과의원,만성폐쇄성폐질환,2등급,37.405550217,126.95803114,19.JPG
2103,구리시,이재웅리하트내과의원,만성폐쇄성폐질환,등급제외,37.600307426,127.13412666,20.JPG
2104,부천시,이정길내과의원,만성폐쇄성폐질환,등급제외,37.523117469,126.80501881,1.JPG
2105,부천시,이정례의원,만성폐쇄성폐질환,등급제외,37.479794893,126.76440984,2.JPG
2106,하남시,삼성내과의원,만성폐쇄성폐질환,등급제외,37.55108,127.20842366,3.JPG
2107,부천시,삼성내과의원,만성폐쇄성폐질환,등급제외,37.524317875,126.80093184,4.JPG
2108,용인시,삼성노블카운티의원,만성폐쇄성폐질환,등급제외,37.25260111,127.08372274,5.JPG
2109,용인시,삼성드림내과의원,만성폐쇄성폐질환,등급제외,37.238884808,127.10974104,6.JPG
2110,김포시,삼성메디칼의원,만성폐쇄성폐질환,등급제외,37.64399321,126.62725081,7.JPG
2111,화성시,삼성메디칼정형외과의원,만성폐쇄성폐질환,등급제외,37.236657254,127.06080641,8.JPG
2112,안양시,삼성민내과의원,만성폐쇄성폐질환,등급제외,37.396028875,126.96462073,9.JPG
2113,남양주시,삼성서울연합의원,만성폐쇄성폐질환,1등급,37.656303061,127.24722098,10.JPG
2114,오산시,삼성연합의원,만성폐쇄성폐질환,등급제외,37.169779576,127.06588963,11.JPG
2115,광주시,삼성의원,만성폐쇄성폐질환,등급제외,37.470633421,127.30733101,12.JPG
2116,화성시,삼성전자(주)화성부속의원,만성폐쇄성폐질환,등급제외,37.218716247,127.06360936,13.JPG
2117,수원시,삼성중앙내과의원,만성폐쇄성폐질환,등급제외,37.264876559,127.04105421,14.JPG
2118,수원시,삼성탑내과의원,만성폐쇄성폐질환,등급제외,37.274877664,127.04200636,15.JPG
2119,김포시,삼성탑내과의원,만성폐쇄성폐질환,등급제외,37.647740813,126.66275495,16.JPG
2120,용인시,삼정가정의원,만성폐쇄성폐질환,등급제외,37.248441961,127.22759375,17.JPG
2121,성남시,상대원의원,만성폐쇄성폐질환,5등급,37.437668031,127.15789858,18.JPG
2122,안산시,상록수보건소,만성폐쇄성폐질환,등급제외,37.300700905,126.84468426,19.JPG
2123,수원시,상쾌한이비인후과의원,만성폐쇄성폐질환,등급제외,37.275403838,126.97675752,20.JPG
2124,양주시,상쾌한이비인후과의원,만성폐쇄성폐질환,등급제외,37.836972381,127.06800904,1.JPG
2125,수원시,새론가정의학과의원,만성폐쇄성폐질환,등급제외,37.261765072,127.00712065,2.JPG
2126,김포시,이젠드림가정의학과의원,만성폐쇄성폐질환,등급제외,37.617713461,126.62209356,3.JPG
2127,안양시,이종원가정의학과의원,만성폐쇄성폐질환,등급제외,37.401915496,126.97556166,4.JPG
2128,고양시,이준기이비인후과의원,만성폐쇄성폐질환,등급제외,37.676318282,126.76982408,5.JPG
2129,성남시,이준석내과의원,만성폐쇄성폐질환,등급제외,37.370584141,127.1224587,6.JPG
2130,광명시,이지의원,만성폐쇄성폐질환,등급제외,37.479932645,126.8539284,7.JPG
2131,이천시,이천성모의원,만성폐쇄성폐질환,등급제외,37.282164395,127.44107112,8.JPG
2132,이천시,이천엘리야병원,만성폐쇄성폐질환,1등급,37.115574503,127.61200589,9.JPG
2133,이천시,이천한사랑의원,만성폐쇄성폐질환,등급제외,37.291549221,127.45407204,10.JPG
2134,수원시,이향주내과의원,만성폐쇄성폐질환,등급제외,37.239300086,127.05475658,11.JPG
2135,남양주시,이황가정의원,만성폐쇄성폐질환,5등급,37.608361851,127.15675719,12.JPG
2136,안양시,"인산의료재단 메트로병원",만성폐쇄성폐질환,등급제외,37.378085701,126.93539882,13.JPG
2137,포천시,일동연세의원,만성폐쇄성폐질환,등급제외,37.958238047,127.31845825,14.JPG
2138,고양시,일산서울내과의원,만성폐쇄성폐질환,등급제외,37.672346741,126.75734547,15.JPG
2139,고양시,일산유내과의원,만성폐쇄성폐질환,등급제외,37.686734071,126.77015428,16.JPG
2140,고양시,일산하이병원,만성폐쇄성폐질환,등급제외,37.682501713,126.78061969,17.JPG
2142,안성시,일죽제일의원,만성폐쇄성폐질환,5등급,37.093820173,127.47651803,19.JPG
2143,동두천시,임내과의원,만성폐쇄성폐질환,등급제외,37.89999133,127.05272677,20.JPG
2144,광명시,임내과의원,만성폐쇄성폐질환,등급제외,37.489596307,126.86548781,1.JPG
2145,고양시,임스내과의원,만성폐쇄성폐질환,등급제외,37.687767243,126.86603003,2.JPG
2146,화성시,새서울메디컬의원,만성폐쇄성폐질환,등급제외,37.208635924,127.03469484,3.JPG
2147,성남시,새소망병원,만성폐쇄성폐질환,등급제외,37.438550933,127.12749334,4.JPG
2148,성남시,새한베스트의원,만성폐쇄성폐질환,등급제외,37.443415155,127.15187609,5.JPG
2149,남양주시,새롬연합의원,만성폐쇄성폐질환,등급제외,37.724715524,127.20814253,6.JPG
2150,용인시,새봄의원,만성폐쇄성폐질환,등급제외,37.335866892,127.09326799,7.JPG
2151,부천시,새생명일반내과의원,만성폐쇄성폐질환,3등급,37.483428881,126.77977483,8.JPG
2152,수원시,새서울내과의원,만성폐쇄성폐질환,등급제외,37.269595616,126.95806682,9.JPG
2153,의정부시,새서울의원,만성폐쇄성폐질환,등급제외,37.750933276,127.04512635,10.JPG
2154,시흥시,새오름가정의원,만성폐쇄성폐질환,등급제외,37.439212893,126.79230185,11.JPG
2155,수원시,새현대연합의원,만성폐쇄성폐질환,등급제외,37.278515211,126.99925124,12.JPG
2156,안양시,샘솟는외과의원,만성폐쇄성폐질환,등급제외,37.373888765,126.95814032,13.JPG
2157,동두천시,생연제일의원,만성폐쇄성폐질환,등급제외,37.900131283,127.06181129,14.JPG
2158,성남시,서울가정의원,만성폐쇄성폐질환,등급제외,37.450749026,127.15906701,15.JPG
2159,안양시,서울가정의학과의원,만성폐쇄성폐질환,등급제외,37.376608752,126.95539517,16.JPG
2160,고양시,서울내과의원,만성폐쇄성폐질환,2등급,37.621192753,126.82417385,17.JPG
2161,용인시,서울내과의원,만성폐쇄성폐질환,등급제외,37.269186971,127.21604298,18.JPG
2162,수원시,서울내과의원,만성폐쇄성폐질환,등급제외,37.295598703,127.00475414,19.JPG
2163,광명시,서울내과의원,만성폐쇄성폐질환,등급제외,37.473568367,126.85137484,20.JPG
2164,용인시,서울내과의원,만성폐쇄성폐질환,등급제외,37.276412696,127.07373576,1.JPG
2165,남양주시,서울드림내과의원,만성폐쇄성폐질환,1등급,37.698886921,127.2017782,2.JPG
2166,수원시,서울미래의원,만성폐쇄성폐질환,등급제외,37.306483083,127.0034798,3.JPG
2167,여주시,서울삼성내과의원,만성폐쇄성폐질환,2등급,37.296165605,127.63627442,4.JPG
2168,수원시,서울삼성내과의원,만성폐쇄성폐질환,등급제외,37.302846966,126.96850293,5.JPG
2169,용인시,서울삼성의원,만성폐쇄성폐질환,등급제외,37.234356096,127.28376158,6.JPG
2170,고양시,삼성메디의원,만성폐쇄성폐질환,등급제외,37.65360281,126.83801196,7.JPG
2171,이천시,삼성명인내과의원,만성폐쇄성폐질환,등급제외,37.11766031,127.63187025,8.JPG
2172,구리시,삼성서울가정의원,만성폐쇄성폐질환,등급제외,37.606284279,127.13909745,9.JPG
2173,구리시,삼성서울내과의원,만성폐쇄성폐질환,등급제외,37.636557754,127.12172798,10.JPG
2174,남양주시,삼성성인내과의원,만성폐쇄성폐질환,등급제외,37.585760901,127.2123344,11.JPG
2175,안양시,삼성열린내과의원,만성폐쇄성폐질환,등급제외,37.39769231,126.92203244,12.JPG
2176,안양시,임종윤내과의원,만성폐쇄성폐질환,등급제외,37.393667781,126.9632555,13.JPG
2177,시흥시,자라는소아청소년과의원,만성폐쇄성폐질환,등급제외,37.368388927,126.81060751,14.JPG
2178,안성시,자애의원,만성폐쇄성폐질환,등급제외,37.093354847,127.47796612,15.JPG
2179,화성시,자연의원,만성폐쇄성폐질환,등급제외,37.131446054,126.90827192,16.JPG
2180,수원시,장내과의원,만성폐쇄성폐질환,4등급,37.299676989,126.97465128,17.JPG
2181,양주시,장내과의원,만성폐쇄성폐질환,등급제외,37.826609885,126.98320907,18.JPG
2182,가평군,새희망마취통증의학과의원,만성폐쇄성폐질환,등급제외,37.829731187,127.51327119,19.JPG
2183,부천시,생생병원,만성폐쇄성폐질환,2등급,37.481957597,126.79307513,20.JPG
2184,남양주시,서봉수내과의원,만성폐쇄성폐질환,등급제외,37.667582834,127.11696041,1.JPG
2185,고양시,서울가정의학과의원,만성폐쇄성폐질환,등급제외,37.656647648,126.77311534,2.JPG
2186,의정부시,서울가정의학과의원,만성폐쇄성폐질환,등급제외,37.74029295,127.09325821,3.JPG
2187,안산시,서울내과의원,만성폐쇄성폐질환,등급제외,37.302033685,126.86576208,4.JPG
2188,남양주시,서울내과의원,만성폐쇄성폐질환,5등급,37.656414936,127.27435123,5.JPG
2189,성남시,서울내과의원,만성폐쇄성폐질환,1등급,37.410473616,127.12940092,6.JPG
2190,화성시,서울내과의원,만성폐쇄성폐질환,등급제외,37.21476899,127.04438625,7.JPG
2191,양주시,서울내과의원,만성폐쇄성폐질환,등급제외,37.837144721,127.0658735,8.JPG
2192,김포시,서울문병술내과의원,만성폐쇄성폐질환,등급제외,37.618910138,126.72099252,9.JPG
2193,화성시,서울삼성내과의원,만성폐쇄성폐질환,등급제외,37.206381493,127.04092335,10.JPG
2194,이천시,서울삼성연합외과의원,만성폐쇄성폐질환,등급제외,37.27835394,127.44568325,11.JPG
2195,포천시,서울최내과의원,만성폐쇄성폐질환,등급제외,37.854256282,127.16619788,12.JPG
2196,평택시,서울푸른의원,만성폐쇄성폐질환,등급제외,37.040069186,126.93323756,13.JPG
2197,용인시,서울햇님소아청소년과의원,만성폐쇄성폐질환,등급제외,37.295849291,127.15032143,14.JPG
2198,김포시,서울삼성의원,만성폐쇄성폐질환,등급제외,37.628600695,126.70474524,15.JPG
2199,수원시,서울삼성의원,만성폐쇄성폐질환,등급제외,37.27292949,127.04752998,16.JPG
2200,성남시,서울삼성최내과의원,만성폐쇄성폐질환,등급제외,37.441022618,127.1331248,17.JPG
2201,수원시,서울삼성호매실요양병원,만성폐쇄성폐질환,등급제외,37.273373221,126.94289996,18.JPG
2202,성남시,서울성모내과의원,만성폐쇄성폐질환,등급제외,37.433106582,127.12965367,19.JPG
2203,부천시,서울성모내과의원,만성폐쇄성폐질환,등급제외,37.471128972,126.80971161,20.JPG
2204,파주시,서울성모의원,만성폐쇄성폐질환,등급제외,37.724928846,126.71082499,1.JPG
2205,고양시,서울속내과의원,만성폐쇄성폐질환,등급제외,37.618663187,126.84462466,2.JPG
2206,용인시,서울손내과의원,만성폐쇄성폐질환,3등급,37.26993138,127.15382229,3.JPG
2207,고양시,서울신경외과의원,만성폐쇄성폐질환,등급제외,37.703435371,126.90219733,4.JPG
2208,의왕시,서울아산김내과의원,만성폐쇄성폐질환,등급제외,37.38713986,126.97986921,5.JPG
2209,광명시,서울아산박내과의원,만성폐쇄성폐질환,등급제외,37.475991794,126.86593101,6.JPG
2210,부천시,서울여성병원,만성폐쇄성폐질환,등급제외,37.505176214,126.75154934,7.JPG
2211,광명시,서울연합내과의원,만성폐쇄성폐질환,등급제외,37.474406646,126.86645393,8.JPG
2212,성남시,장내과의원,만성폐쇄성폐질환,등급제외,37.374813987,127.13551662,9.JPG
2213,부천시,장메디의원,만성폐쇄성폐질환,등급제외,37.487150129,126.77512796,10.JPG
2214,의정부시,장바로내과의원,만성폐쇄성폐질환,등급제외,37.749902069,127.11853903,11.JPG
2215,수원시,장안내과의원,만성폐쇄성폐질환,등급제외,37.303734947,127.00488969,12.JPG
2216,의정부시,장암성모의원,만성폐쇄성폐질환,등급제외,37.726297871,127.05340417,13.JPG
2217,평택시,장응서내과의원,만성폐쇄성폐질환,등급제외,36.98893267,126.93165547,14.JPG
2218,용인시,장이비인후과의원,만성폐쇄성폐질환,3등급,37.2797358,127.11160288,15.JPG
2219,군포시,장태종내과의원,만성폐쇄성폐질환,등급제외,37.364054056,126.93053482,16.JPG
2220,동두천시,재)서울의원,만성폐쇄성폐질환,4등급,37.909576357,127.0547573,17.JPG
2221,부천시,재단법인대성재단디에스병원,만성폐쇄성폐질환,등급제외,37.491869036,126.78343599,18.JPG
2222,용인시,"(의)효심의료재단 용인서울병원",만성폐쇄성폐질환,3등급,37.240077614,127.21442829,19.JPG
2223,용인시,(홍인의료소비자생활협동조합)우리현대의원,만성폐쇄성폐질환,등급제외,37.234635681,127.28364993,20.JPG
2224,안산시,"365 속시원한 가정의학과 의원",만성폐쇄성폐질환,등급제외,37.309504228,126.85907063,1.JPG
2225,의왕시,365건강한부곡의원,만성폐쇄성폐질환,등급제외,37.320590698,126.95095155,2.JPG
2226,성남시,365위례연세내과의원,만성폐쇄성폐질환,등급제외,37.473411836,127.14993466,3.JPG
